0 {'s3': 100.0, 's2': 0.0, 's1': 50.0, 's4': 10.0}
746 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
747 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
748 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
749 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
750 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
751 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
752 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
753 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
754 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
755 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
756 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
757 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
758 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
759 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
760 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
761 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
762 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
763 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
764 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
765 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
766 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
767 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
768 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
769 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
770 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
771 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
772 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
773 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
774 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
775 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
776 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
777 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
778 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
779 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
780 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
781 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
782 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
783 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
784 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
785 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
786 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
787 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
788 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
789 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
790 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
791 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
792 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
793 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
794 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
795 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
796 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
797 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
798 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
799 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
800 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
801 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
802 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
803 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
804 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
805 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
806 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
807 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
808 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
809 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
810 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
811 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
812 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
813 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
814 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
815 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
816 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
817 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
818 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
819 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
820 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
821 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
822 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
823 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
824 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
825 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
826 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
827 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
828 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
829 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
830 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
831 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
832 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
833 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
834 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
835 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
836 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
837 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
838 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
839 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
840 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
841 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
842 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
843 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
844 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
845 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
846 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
847 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
848 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
849 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
850 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
851 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
852 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
853 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
854 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
855 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
856 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
857 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
858 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
859 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
860 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
861 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
862 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
863 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
864 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
865 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
866 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
867 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
868 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
869 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
870 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
871 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
872 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
873 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
874 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
875 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
876 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
877 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
878 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
879 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
880 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
881 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
882 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
883 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
884 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
885 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
886 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
887 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
888 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
889 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
890 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
891 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
892 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
893 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
894 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
895 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
896 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
897 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
898 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
899 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
900 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
901 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
902 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
903 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
904 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
905 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
906 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
907 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
908 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
909 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
910 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
911 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
912 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
913 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
914 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
915 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
916 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
917 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
918 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
919 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
920 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
921 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
922 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
923 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
924 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
925 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
926 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
927 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
928 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
929 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
930 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
931 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
932 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
933 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
934 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
935 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
936 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
937 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
938 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
939 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
940 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
941 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
942 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
943 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
944 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
945 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
946 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
947 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
948 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
949 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
950 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
951 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
952 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
953 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
954 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
955 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
956 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
957 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
958 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
959 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
960 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
961 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
962 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
963 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
964 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
965 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
966 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
967 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
968 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
969 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
970 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
971 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
972 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
973 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
974 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
975 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
976 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
977 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
978 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
979 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
980 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
981 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
982 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
983 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
984 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
985 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
986 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
987 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
988 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
989 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
990 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
991 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
992 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
993 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
994 {'s3': 110.01757451685066, 's2': 5.545614313789552, 's1': 61.001757451685066, 's4': 11.599281033409566}
